"kind";"etag";"id";"publishedAt";"channelId";"title";"description";"url";"channelTitle";"playlistId";"position";"videoId";"videoOwnerChannelTitle";"videoOwnerChannelId"
"youtube#video";"mZZEtFhjnrqd0C3JXjtu9qx40TQ";"VVV0bWtnZ01oWGYxeTRrNWR6SXNpWVJBLjBBdFZUV0ZDRE5V";"2026-01-04T11:24:02Z";"UCtmkggMhXf1y4k5dzIsiYRA";"Pure Essence – Once You FInd It (Macumba Soul Remix)";"Label: Casa Casa Recordings\/nrCountry: Spain 🇪🇸\/nrRelease: 2004\/nr\/nrYou heard the Dub Club Mix and now you can hear this Electro Disco "Macumba Soul" Remix.\/nrThis is for the party !\/nrHope you enjoy the ride ! \/nrThanks and congrats to everyone involved in the making of this tune.\/nr\/nrhttps://www.discogs.com/fr/release/3503208-Pure-Essence-Once-You-FInd-It\/nr\/nrTrack uploaded for promotion only, low quality upload (mp3 128), please contact me if you want the track removed. \/nr\/nrContact IG: @jozmusic_";"https://i.ytimg.com/vi/0AtVTWFCDNU/sddefault.jpg";"Jozuplodz";"UUtmkggMhXf1y4k5dzIsiYRA";"25";"0AtVTWFCDNU";"Jozuplodz";"UCtmkggMhXf1y4k5dzIsiYRA"
"youtube#playlistItem";"g7NoF3jQ2dr2JZBOQc5Ch5Om9s0";"VVV0bWtnZ01oWGYxeTRrNWR6SXNpWVJBLnFNZ2FRQUVQNVlN";"2026-01-01T20:07:46Z";"UCtmkggMhXf1y4k5dzIsiYRA";"Unknown Artist – The Love Boot";"Label: No Label\/nrCountry: Unknown 🏴\/nrRelease Year: Unknown\/nr\/nrLots of mystery for what seems to be an amazing mash up from many samples of famous Disco & House tracks. \/nrI can recognize one sample: the drums are 100% coming from the Infamous "Break For Love" from 1988 Raze (One of my all time House favorite btw). \/nrCan you help me find where the other samples are coming from ?\/nrConcerning the Unknown artist, a note on Discogs is raising this might be Dj Technics. \/nrAnd for the year, it can't be nothing but the 90's.\/nrHope you enjoy the ride ! \/nrThanks and congrats to everyone involved in the making of this tune.\/nr\/nrhttps://www.discogs.com/fr/release/3040754-Unknown-Artist-Fantasy-Island-The-Love-Boot\/nr\/nrTrack uploaded for promotion only, low quality upload (mp3 128), please contact me if you want the track removed. \/nr\/nrContact IG: @jozmusic_";"https://i.ytimg.com/vi/qMgaQAEP5YM/sddefault.jpg";"Jozuplodz";"UUtmkggMhXf1y4k5dzIsiYRA";"26";"qMgaQAEP5YM";"Jozuplodz";"UCtmkggMhXf1y4k5dzIsiYRA"
"youtube#video";"EexiZaomuuXgy1M-ayhSVQAuris";"VVV0bWtnZ01oWGYxeTRrNWR6SXNpWVJBLjRBaUNId0JWcENz";"2025-12-29T12:00:09Z";"UCtmkggMhXf1y4k5dzIsiYRA";"Reel Houze – Can't Live Without You";"Label: Influence:\/nrCountry: UK 🇬🇧\/nrRelease: 2000\/nr\/nrFunky soulfoul House for your mind. \/nrWe're actually on a UK strike of 6 !\/nrHope you enjoy the ride ! \/nrThanks and congrats to everyone involved in the making of this tune.\/nr\/nrhttps://www.discogs.com/fr/release/57321-Reel-Houze-Cant-Live-Without-You-Reel-Rock\/nr\/nrTrack uploaded for promotion only, low quality upload (mp3 128), please contact me if you want the track removed. \/nr\/nrContact IG: @jozmusic_";"https://i.ytimg.com/vi/4AiCHwBVpCs/sddefault.jpg";"Jozuplodz";"UUtmkggMhXf1y4k5dzIsiYRA";"27";"4AiCHwBVpCs";"Jozuplodz";"UCtmkggMhXf1y4k5dzIsiYRA"
"youtube#playlistItem";"d6ZAu5pBahb6PULfO2rYIT3RduI";"VVV0bWtnZ01oWGYxeTRrNWR6SXNpWVJBLkNkRV8taklQVTJ3";"2025-12-26T09:34:50Z";"UCtmkggMhXf1y4k5dzIsiYRA";"The Wayfarers – Don't Let Go (Main Mix)";"Label: Hush Hush Recordings\/nrCountry: UK 🇬🇧\/nrRelease: 2001\/nr\/nrSoulful Deep House !\/nrHope you enjoy the ride ! \/nrThanks and congrats to everyone involved in the making of this tune.\/nr\/nrhttps://www.discogs.com/fr/release/221150-The-Wayfarers-The-Surrender-EP\/nr\/nrTrack uploaded for promotion only, low quality upload (mp3 128), please contact me if you want the track removed. \/nr\/nrContact IG: @jozmusic_";"https://i.ytimg.com/vi/CdE_-jIPU2w/sddefault.jpg";"Jozuplodz";"UUtmkggMhXf1y4k5dzIsiYRA";"28";"CdE_-jIPU2w";"Jozuplodz";"UCtmkggMhXf1y4k5dzIsiYRA"
"youtube#video";"iURieIC01Ksmxw5z7_SfRJUI1-s";"VVV0bWtnZ01oWGYxeTRrNWR6SXNpWVJBLjItakhnT0hXcWlF";"2025-12-24T11:32:20Z";"UCtmkggMhXf1y4k5dzIsiYRA";"Language Lab – My Neon Breath";"Label: Kahuna Cuts\/nrCountry: UK 🇬🇧\/nrRelease: 1999\/nr\/nrCrazy about this Electro breakbeat.\/nrCan't help thinking about this Pulp Fiction burger scene: the burger is coming from Big Kahuna Burger 🍔\/nrWill upload the Bushwacka mix soon as well !\/nrHope you enjoy the ride ! \/nrThanks and congrats to everyone involved in the making of this tune.\/nr\/nrhttps://www.discogs.com/fr/master/116004-Language-Lab-Re-Caffeinate\/nr\/nrTrack uploaded for promotion only, low quality upload (mp3 128), please contact me if you want the track removed. \/nr\/nrContact IG: @jozmusic_";"https://i.ytimg.com/vi/2-jHgOHWqiE/sddefault.jpg";"Jozuplodz";"UUtmkggMhXf1y4k5dzIsiYRA";"29";"2-jHgOHWqiE";"Jozuplodz";"UCtmkggMhXf1y4k5dzIsiYRA"
"youtube#playlistItem";"xR4GxBI5eJ-Fr0u39SPQcH4YSUI";"VVV0bWtnZ01oWGYxeTRrNWR6SXNpWVJBLlh0RzljREk3aEdF";"2025-12-21T19:09:12Z";"UCtmkggMhXf1y4k5dzIsiYRA";"Nick & Danny Chatelain – Love Lies (Alex Wolfenden Bagnasty Remix)";"Label: Carioca Records\/nrCountry: UK 🇬🇧\/nrRelease: 2006\/nr\/nrA bit of Deep Tech won't hurt.\/nrI will use this opportunity to ravive a big debate between what's deep tech. \/nrAnd for me this track is 100% deep tech.\/nrHope you enjoy the ride ! \/nrThanks and congrats to everyone involved in the making of this tune.\/nr\/nrhttps://www.discogs.com/fr/release/1044111-Nick-Danny-Chatelain-Love-Lies\/nr\/nrTrack uploaded for promotion only, low quality upload (mp3 128), please contact me if you want the track removed. \/nr\/nrContact IG: @jozmusic_";"https://i.ytimg.com/vi/XtG9cDI7hGE/sddefault.jpg";"Jozuplodz";"UUtmkggMhXf1y4k5dzIsiYRA";"30";"XtG9cDI7hGE";"Jozuplodz";"UCtmkggMhXf1y4k5dzIsiYRA"
"youtube#video";"0-TpypntTKJxtbygfaTyftBFNic";"VVV0bWtnZ01oWGYxeTRrNWR6SXNpWVJBLlZzQ05qM1NEWHdJ";"2025-12-18T11:13:27Z";"UCtmkggMhXf1y4k5dzIsiYRA";"Pizza Connection – Aus Musika (Natural Mix)";"Label: Shoreline Records\/nrCountry: UK 🇬🇧\/nrRelease: 2000\/nr\/nrFunky House Music for the summer ☀️\/nrI could really ear that lead in an old school movie.\/nrAnd indeed after verification, this is inspired from the Original Soundtrack of the TV Show "Charlie's Angels" from 1976.\/nrHope you enjoy the ride ! \/nrThanks and congrats to everyone involved in the making of this tune.\/nr\/nrhttps://www.discogs.com/fr/release/238976-Pizza-Connection-Aus-Musika\/nr\/nrTrack uploaded for promotion only, low quality upload (mp3 128), please contact me if you want the track removed. \/nr\/nrContact IG: @jozmusic_";"https://i.ytimg.com/vi/VsCNj3SDXwI/sddefault.jpg";"Jozuplodz";"UUtmkggMhXf1y4k5dzIsiYRA";"31";"VsCNj3SDXwI";"Jozuplodz";"UCtmkggMhXf1y4k5dzIsiYRA"
"youtube#playlistItem";"-x_orShnMeCoeNES7Qz9Sl4L6Bo";"VVV0bWtnZ01oWGYxeTRrNWR6SXNpWVJBLnRZUmQtWWdUMHpJ";"2025-12-15T17:20:48Z";"UCtmkggMhXf1y4k5dzIsiYRA";"Fiona Prince – High On You Again (Marvel & Eli Instrumental)";"Label: Disco Volante \/nrCountry: UK 🇬🇧\/nrRelease: 2000\/nr\/nrInstrumental Uk Garage 🪕\/nrHope you enjoy the ride ! \/nrThanks and congrats to everyone involved in the making of this tune.\/nr\/nrhttps://www.discogs.com/fr/master/162096-Fiona-Prince-High-On-You-Again\/nr\/nrTrack uploaded for promotion only, low quality upload (mp3 128), please contact me if you want the track removed. \/nr\/nrContact IG: @jozmusic_";"https://i.ytimg.com/vi/tYRd-YgT0zI/sddefault.jpg";"Jozuplodz";"UUtmkggMhXf1y4k5dzIsiYRA";"32";"tYRd-YgT0zI";"Jozuplodz";"UCtmkggMhXf1y4k5dzIsiYRA"
"youtube#video";"mwUrWHziHKT1ytSXkvntvuZJq-8";"VVV0bWtnZ01oWGYxeTRrNWR6SXNpWVJBLkpQYUZMTElOYTZv";"2025-12-12T17:23:27Z";"UCtmkggMhXf1y4k5dzIsiYRA";"Erik Sumo - Just A Woman (Inverse Cinematics 'F*** My F***ing' Remix)";"Label: Pulver Records \/nrCountry: Germany 🇩🇪\/nrRelease: 2002\/nr\/nrDirrrty jazzy Deep Tech-House 🫦\/nrHope you enjoy the ride ! \/nrThanks and congrats to everyone involved in the making of this tune.\/nr\/nrhttps://www.discogs.com/fr/release/115687-Erik-Sumo-Just-A-Woman\/nr\/nrTrack uploaded for promotion only, low quality upload (mp3 128), please contact me if you want the track removed. \/nr\/nrContact IG: @jozmusic_";"https://i.ytimg.com/vi/JPaFLLINa6o/sddefault.jpg";"Jozuplodz";"UUtmkggMhXf1y4k5dzIsiYRA";"33";"JPaFLLINa6o";"Jozuplodz";"UCtmkggMhXf1y4k5dzIsiYRA"
"youtube#playlistItem";"iQOcmor58_aeNcjRrqs97brMTWg";"VVV0bWtnZ01oWGYxeTRrNWR6SXNpWVJBLl94bE5wblE1cUJz";"2025-12-05T19:24:21Z";"UCtmkggMhXf1y4k5dzIsiYRA";"Daniel Achilles - We Like The Music (Håkan Lidbo Remix)";"Label: Frunk Records Sthlm\/nrCountry: Sweden 🇸🇪\/nrRelease: 2000\/nr\/nrGlad to have Håkan Lidbo on the channel for some Disco Electro/House action !\/nrHope you enjoy the ride ! \/nrThanks and congrats to everyone involved in the making of this tune.\/nr\/nrhttps://www.discogs.com/fr/master/903538-Daniel-Achilles-We-Like-The-Music\/nr\/nrTrack uploaded for promotion only, low quality upload (mp3 128), please contact me if you want the track removed. \/nr\/nrContact IG: @jozmusic_";"https://i.ytimg.com/vi/_xlNpnQ5qBs/sddefault.jpg";"Jozuplodz";"UUtmkggMhXf1y4k5dzIsiYRA";"34";"_xlNpnQ5qBs";"Jozuplodz";"UCtmkggMhXf1y4k5dzIsiYRA"
"youtube#video";"LcVgojOsOT5ry548qTItGhGuMF4";"VVV0bWtnZ01oWGYxeTRrNWR6SXNpWVJBLjl0WDBPTGtXa3Bv";"2025-12-02T10:46:29Z";"UCtmkggMhXf1y4k5dzIsiYRA";"Pure Essence – Once You Find It (Dub Club Mix)";"Label: Pure Essence\/nrCountry: Spain 🇪🇸\/nrRelease: 2004\/nr\/nrFunky Deep House tool 🛠️\/nrRare to ear that sound from a Spanish label !\/nrHope you enjoy the ride ! \/nrThanks and congrats to everyone involved in the making of this tune.\/nr\/nrhttps://www.discogs.com/fr/release/3503208-Pure-Essence-Once-You-FInd-It\/nr\/nrTrack uploaded for promotion only, low quality upload (mp3 128), please contact me if you want the track removed. \/nr\/nrContact IG: @jozmusic_";"https://i.ytimg.com/vi/9tX0OLkWkpo/sddefault.jpg";"Jozuplodz";"UUtmkggMhXf1y4k5dzIsiYRA";"35";"9tX0OLkWkpo";"Jozuplodz";"UCtmkggMhXf1y4k5dzIsiYRA"
"youtube#playlistItem";"lIaEtGMUZcJg9zZNUncAQxZOup0";"VVV0bWtnZ01oWGYxeTRrNWR6SXNpWVJBLkJkMHdnYWhHYjV3";"2025-11-30T16:24:21Z";"UCtmkggMhXf1y4k5dzIsiYRA";"Hidden – Hand Take (Alternate Vision)";"Label: EMI Electrola\/nrCountry: Germany 🇩🇪\/nrRelease: 1995\/nr\/nrBack to some 90’s wizardries 🧙‍♂️\/nrPitched the track up to 20% to make it look like a somehow dancefloor option. \/nrSorry for the rip quality on this one.\/nrHope you enjoy the ride ! \/nrThanks and congrats to everyone involved in the making of this tune.\/nr\/nrhttps://www.discogs.com/fr/release/1965348-Hidden-Hand-Take\/nr\/nrTrack uploaded for promotion only, low quality upload (mp3 128), please contact me if you want the track removed. \/nr\/nrContact IG: @jozmusic_";"https://i.ytimg.com/vi/Bd0wgahGb5w/sddefault.jpg";"Jozuplodz";"UUtmkggMhXf1y4k5dzIsiYRA";"36";"Bd0wgahGb5w";"Jozuplodz";"UCtmkggMhXf1y4k5dzIsiYRA"
"youtube#video";"sUe0jybN4cguKrx7IsEYHXTeKFo";"VVV0bWtnZ01oWGYxeTRrNWR6SXNpWVJBLm9VWGZRS01tYi00";"2025-11-28T12:16:01Z";"UCtmkggMhXf1y4k5dzIsiYRA";"Heather Hedley – He Is (The DFA Instrumental)";"Label: Fall Out Records \/nrCountry: US 🇺🇸\/nrRelease: 2002\/nr\/nrDreamy Guitar Deep House 🎸\/nrThis track may not have anything fancy, but appears to me as the perfect filler.\/nrEverything is working so well all together, and some elements are just outstanding:\/nrthe very percutant snare, the driving bassline, the dreamy pad, and mostly this absolutely crazy solo guitar.\/nrThis is working either for a dancefloor or for a chill listening at home.\/nrHope you enjoy the ride ! \/nrThanks and congrats to everyone involved in the making of this tune.\/nr\/nrhttps://www.discogs.com/fr/release/109653-Heather-Hedley-He-Is\/nr\/nrTrack uploaded for promotion only, low quality upload (mp3 128), please contact me if you want the track removed. \/nr\/nrContact IG: @jozmusic_";"https://i.ytimg.com/vi/oUXfQKMmb-4/sddefault.jpg";"Jozuplodz";"UUtmkggMhXf1y4k5dzIsiYRA";"37";"oUXfQKMmb-4";"Jozuplodz";"UCtmkggMhXf1y4k5dzIsiYRA"
"youtube#playlistItem";"hGDz7tp94Ha7VqlQeVrXwtooy-s";"VVV0bWtnZ01oWGYxeTRrNWR6SXNpWVJBLnVYR0stbGxMLUlj";"2025-11-26T11:12:05Z";"UCtmkggMhXf1y4k5dzIsiYRA";"Stargazer – Give It To Ya";"Label: Not on label\/nrCountry: Unknown 🏴\/nrRelease: 2005\/nr\/nrHeavy Electro Disco 🪩\/nrBeen a while since I didn't upload some heavy stuff here.\/nrHope you enjoy the ride ! \/nrThanks and congrats to everyone involved in the making of this tune.\/nr\/nrhttps://www.discogs.com/fr/release/775187-Stargazer-Feel-Good-Give-It-To-Ya\/nr\/nrTrack uploaded for promotion only, low quality upload (mp3 128), please contact me if you want the track removed. \/nr\/nrContact IG: @jozmusic_";"https://i.ytimg.com/vi/uXGK-llL-Ic/sddefault.jpg";"Jozuplodz";"UUtmkggMhXf1y4k5dzIsiYRA";"38";"uXGK-llL-Ic";"Jozuplodz";"UCtmkggMhXf1y4k5dzIsiYRA"
"youtube#video";"4CX13r8M0N-fNo0F-iT6-3Nj9n4";"VVV0bWtnZ01oWGYxeTRrNWR6SXNpWVJBLkRtRU9NRzhKdXNR";"2025-11-21T13:18:30Z";"UCtmkggMhXf1y4k5dzIsiYRA";"Lisa Unique - Reputation (Main Mix)";"Label: Middlerow Records\/nrCountry: UK 🇬🇧\/nrRelease: 2000\/nr\/nrI found this Middlerow label that released mixtures of UK Garage, Raegge/Dub & House and I like that very much.\/nrI could not listen to all of the releases as for now but this Lisa Unique release sounded directly like a hit to me. \/nrThe House Mix also worth a listen and will surely be uploaded later !\/nrHope you enjoy the ride ! \/nrThanks and congrats to everyone involved in the making of this tune.\/nr\/nrhttps://www.discogs.com/fr/master/197555-Lisa-Unique-Featuring-Valerie-M-Navigator-Reputation\/nr\/nrTrack uploaded for promotion only, low quality upload (mp3 128), please contact me if you want the track removed. \/nr\/nrContact IG: @jozmusic_";"https://i.ytimg.com/vi/DmEOMG8JusQ/sddefault.jpg";"Jozuplodz";"UUtmkggMhXf1y4k5dzIsiYRA";"39";"DmEOMG8JusQ";"Jozuplodz";"UCtmkggMhXf1y4k5dzIsiYRA"
"youtube#playlistItem";"Ofi00iW9sqK1SdWpBOJcSqraKqY";"VVV0bWtnZ01oWGYxeTRrNWR6SXNpWVJBLnhCZm9lenRqUVYw";"2025-11-10T15:28:25Z";"UCtmkggMhXf1y4k5dzIsiYRA";"Alma Horton – Lies (Sweet Abraham's Depth Charge)";"Label: Diaspora Recordings\/nrCountry: US 🇺🇸\/nrRelease: 2002\/nr\/nrAnd yet another US Deep House Gem on the list ! What I like with this track is its Minimal House Groove.\/nrHope you enjoy the ride ! \/nrThanks and congrats to everyone involved in the making of this tune.\/nr\/nrhttps://www.discogs.com/fr/master/321201-Alma-Horton-Lies\/nr\/nrTrack uploaded for promotion only, low quality upload (mp3 128), please contact me if you want the track removed. \/nr\/nrContact IG: @jozmusic_";"https://i.ytimg.com/vi/xBfoeztjQV0/sddefault.jpg";"Jozuplodz";"UUtmkggMhXf1y4k5dzIsiYRA";"40";"xBfoeztjQV0";"Jozuplodz";"UCtmkggMhXf1y4k5dzIsiYRA"
"youtube#video";"rgRk_tlI_tFiQruCjlr0Nv_DPYw";"VVV0bWtnZ01oWGYxeTRrNWR6SXNpWVJBLm4tWm52Mm1UTTdF";"2025-11-03T15:42:03Z";"UCtmkggMhXf1y4k5dzIsiYRA";"Roger Prinz vs. DJ Ren-D – Sandstreet Groove (DJ Ren-D's Paradise Mix)";"Label: Underworld Recordings\/nrCountry: Germany 🇩🇪\/nrRelease: 2001\/nr\/nrHouse Tool 🛠️\/nrYou can Find Youtube Topics called "Sandstreet Groove Part 2" from same artists but they are not the same tracks as this original Sandstreet Groove release from 2001 (the part 2 was released in 2004).\/nrThere was a confusing error between Side A & B on the Discogs ref so I was not sure this track was Ren-D's Paradise Mix but after verification I am sure that it is.\/nrThe other track of the release also worth a listen or a play and I will upload it later for sure. \/nrHope you enjoy the ride ! \/nrThanks and congrats to everyone involved in the making of this tune.\/nr\/nrhttps://www.discogs.com/fr/release/1055430\/nr\/nrTrack uploaded for promotion only, low quality upload (mp3 128), please contact me if you want the track removed. \/nr\/nrContact IG: @jozmusic_";"https://i.ytimg.com/vi/n-Znv2mTM7E/sddefault.jpg";"Jozuplodz";"UUtmkggMhXf1y4k5dzIsiYRA";"41";"n-Znv2mTM7E";"Jozuplodz";"UCtmkggMhXf1y4k5dzIsiYRA"
"youtube#playlistItem";"KCFtSJiQL9z4BIBntj4KIkqkVaI";"VVV0bWtnZ01oWGYxeTRrNWR6SXNpWVJBLmUteHRtLWt2ZzlF";"2025-10-27T07:09:08Z";"UCtmkggMhXf1y4k5dzIsiYRA";"Alex Palmer Feat. Mass – My Love Is For You (Serious Bass Two Step Remix)";"Label: Real Groove\/nrCountry: Germany 🇩🇪\/nrRelease: 2001\/nr\/nrUK Garage Feat. House Music Feat. R&B\/nrNot the first time I see printing errors on song duration. \/nrDon't be surprised by the sudden end of the track. \/nrHope you enjoy the ride ! \/nrThanks and congrats to everyone involved in the making of this tune.\/nr\/nrhttps://www.discogs.com/fr/release/722726-Alex-Palmer-5-Feat-Mass-My-Love-Is-For-You\/nr\/nrTrack uploaded for promotion only, low quality upload (mp3 128), please contact me if you want the track removed. \/nr\/nrContact IG: @jozmusic_";"https://i.ytimg.com/vi/e-xtm-kvg9E/sddefault.jpg";"Jozuplodz";"UUtmkggMhXf1y4k5dzIsiYRA";"42";"e-xtm-kvg9E";"Jozuplodz";"UCtmkggMhXf1y4k5dzIsiYRA"
"youtube#video";"CC8A0vtppEAqWkAk-O42nGGo514";"VVV0bWtnZ01oWGYxeTRrNWR6SXNpWVJBLnhtTVdkR1AyMFZn";"2025-10-20T09:45:07Z";"UCtmkggMhXf1y4k5dzIsiYRA";"EDK – Pushin' Harder (Original Mix)";"Label: Society Hill Recordings\/nrCountry: US 🇺🇸\/nrRelease: 2001\/nr\/nrAnother US Deep House on the list !\/nrHope you enjoy the ride ! \/nrThanks and congrats to everyone involved in the making of this tune.\/nr\/nrhttps://www.discogs.com/fr/master/201345-EDK-Pushin-Harder\/nr\/nrTrack uploaded for promotion only, low quality upload (mp3 128), please contact me if you want the track removed. \/nr\/nrContact IG: @jozmusic_";"https://i.ytimg.com/vi/xmMWdGP20Vg/sddefault.jpg";"Jozuplodz";"UUtmkggMhXf1y4k5dzIsiYRA";"43";"xmMWdGP20Vg";"Jozuplodz";"UCtmkggMhXf1y4k5dzIsiYRA"
"youtube#playlistItem";"mvi1bd2vkKHGsGqd03JfbTHC-iE";"VVV0bWtnZ01oWGYxeTRrNWR6SXNpWVJBLkVDeWhqeHh5QzFR";"2025-10-13T14:00:03Z";"UCtmkggMhXf1y4k5dzIsiYRA";"Bingoboys - Ten More Minutes To Eternity (5:50 AM Afterhours Remix)";"Label: WEA\/nrCountry: Germany 🇩🇪\/nrRelease: 1993\/nr\/nrBack to the 90's !\/nrAmazing percs are adding a Tribal energy.\/nrPutting a Chorus on the drum bus in some part of the track is a technique I've seen only on those old tracks. \/nrFunny that the Ep is referenced as "Pop Rap" on Discogs as the other tracks are Hip Hop with the famous Carlos Santana Guitar riff.\/nrHope you enjoy the ride ! \/nrThanks and congrats to everyone involved in the making of this tune.\/nr\/nrhttps://www.discogs.com/fr/release/759918-Bingoboys-Ten-More-Minutes\/nr\/nrTrack uploaded for promotion only, low quality upload (mp3 128), please contact me if you want the track removed. \/nr\/nrContact IG: @jozmusic_";"https://i.ytimg.com/vi/ECyhjxxyC1Q/sddefault.jpg";"Jozuplodz";"UUtmkggMhXf1y4k5dzIsiYRA";"44";"ECyhjxxyC1Q";"Jozuplodz";"UCtmkggMhXf1y4k5dzIsiYRA"
"youtube#video";"MVdk0SHnbBMIhv8sK1S46-a7aYg";"VVV0bWtnZ01oWGYxeTRrNWR6SXNpWVJBLjg3Qm1yN3c4aUVn";"2025-10-06T14:11:40Z";"UCtmkggMhXf1y4k5dzIsiYRA";"Hannah Jones – Love On (It's Only Natural) (Live Element Dub)";"Label: ERC Records\/nrCountry: US 🇺🇸\/nrRelease: 2000\/nr\/nrWas quite a long time since I did not upload this classic US early 2000 Deep House vibe. It feels good to hear that vibe again even though the track is very nostalgic. \/nrHope you enjoy the ride ! \/nrThanks and congrats to everyone involved in the making of this tune.\/nr\/nrhttps://www.discogs.com/fr/release/2711572-Hannah-Jones-Love-On-Its-Only-Natural-Remixes\/nr\/nrTrack uploaded for promotion only, low quality upload (mp3 128), please contact me if you want the track removed. \/nr\/nrContact IG: @jozmusic_";"https://i.ytimg.com/vi/87Bmr7w8iEg/sddefault.jpg";"Jozuplodz";"UUtmkggMhXf1y4k5dzIsiYRA";"45";"87Bmr7w8iEg";"Jozuplodz";"UCtmkggMhXf1y4k5dzIsiYRA"
"youtube#playlistItem";"PaXedsvtiQxF1y9M_5aY6mAzdq4";"VVV0bWtnZ01oWGYxeTRrNWR6SXNpWVJBLnFHWk50ZXZRM09n";"2025-09-30T16:14:27Z";"UCtmkggMhXf1y4k5dzIsiYRA";"Ultra Naté – Brass In Pocket (Headrillaz Instrumental)";"Label: Blufire\/nrCountry: US 🇺🇸\/nrRelease: 2003\/nr\/nrI sense a Cow-Boy vibe with this heavy US House Track 🤠\/nrHope you enjoy the ride ! \/nrThanks and congrats to everyone involved in the making of this tune.\/nr\/nrhttps://www.discogs.com/fr/release/218172-Ultra-Nat%C3%A9-Brass-In-Pocket\/nr\/nrTrack uploaded for promotion only, low quality upload (mp3 128), please contact me if you want the track removed. \/nr\/nrContact IG: @jozmusic_";"https://i.ytimg.com/vi/qGZNtevQ3Og/sddefault.jpg";"Jozuplodz";"UUtmkggMhXf1y4k5dzIsiYRA";"46";"qGZNtevQ3Og";"Jozuplodz";"UCtmkggMhXf1y4k5dzIsiYRA"
"youtube#video";"LDEaTpc9EpnG1yTTPC6RpgMrrl8";"VVV0bWtnZ01oWGYxeTRrNWR6SXNpWVJBLkllMWxPVXJ3Uzdn";"2025-09-22T14:19:27Z";"UCtmkggMhXf1y4k5dzIsiYRA";"Visa – Gorby Or Not Gorby";"Label: Ariola\/nrCountry: France 🇫🇷\/nrRelease: 1990\/nr\/nrSo tell me, Gorby or not Gorby ? \/nr\/nrDouble streak on 90's weirderies, this time you have Disco and Rock&Roll joining forces. For a Gorbatchev ref ? \/nrHope you enjoy the ride ! \/nrThanks and congrats to everyone involved in the making of this tune.\/nr\/nrhttps://www.discogs.com/fr/release/2235206-Visa-Gorby-Or-Not-Gorby\/nr\/nrTrack uploaded for promotion only, low quality upload (mp3 128), please contact me if you want the track removed. \/nr\/nrContact IG: @jozmusic_";"https://i.ytimg.com/vi/Ie1lOUrwS7g/sddefault.jpg";"Jozuplodz";"UUtmkggMhXf1y4k5dzIsiYRA";"47";"Ie1lOUrwS7g";"Jozuplodz";"UCtmkggMhXf1y4k5dzIsiYRA"
"youtube#playlistItem";"OxUMYZTkDfYV-g7Rzi3mYcaNd04";"VVV0bWtnZ01oWGYxeTRrNWR6SXNpWVJBLlpUTXhpRTdHQmYw";"2025-09-15T14:14:35Z";"UCtmkggMhXf1y4k5dzIsiYRA";"Rotation - Schleck Schleck Schleck (Single Mix)";"Label: Nice Music\/nrCountry: Germany 🇩🇪\/nrRelease: 1990\/nr\/nrI'm in love with how House Music was made in the early 90's. \/nrVerse/Chorus scheme is driving crazy. \/nrSchleck Schleck Schleck ! \/nr\/nrHope you enjoy the ride ! \/nrThanks and congrats to everyone involved in the making of this tune.\/nr\/nrhttps://www.discogs.com/fr/release/10752201-fr\/nr\/nrTrack uploaded for promotion only, low quality upload (mp3 128), please contact me if you want the track removed. \/nr\/nrContact IG: @jozmusic_";"https://i.ytimg.com/vi/ZTMxiE7GBf0/sddefault.jpg";"Jozuplodz";"UUtmkggMhXf1y4k5dzIsiYRA";"48";"ZTMxiE7GBf0";"Jozuplodz";"UCtmkggMhXf1y4k5dzIsiYRA"
"youtube#video";"_y2jyFjE3xuKQDQzbUDCKC3jRxY";"VVV0bWtnZ01oWGYxeTRrNWR6SXNpWVJBLldKQnZmT0c1ZVFJ";"2025-09-08T16:22:07Z";"UCtmkggMhXf1y4k5dzIsiYRA";"Kiko Navarro – Soñando Contigo (English Vocal Mix)";"Label: Pacha Recordings\/nrCountry: Spain 🇪🇸\/nrRelease: 2007\/nr\/nrThe original Spanish Vocal mix was a hit that moved many dancefloors & gave rise to many remix. But this english vocal mix has been a bit forgotten and I also like it very well. \/nrWould like to hear that on a beach 🏖️\/nr\/nrHope you enjoy the ride ! \/nrThanks and congrats to everyone involved in the making of this tune.\/nr\/nrhttps://www.discogs.com/fr/release/1145816-Kiko-Navarro-So%C3%B1ando-Contigo-Vocal-Mixes\/nr\/nrTrack uploaded for promotion only, low quality upload (mp3 128), please contact me if you want the track removed. \/nr\/nrContact IG: @jozmusic_";"https://i.ytimg.com/vi/WJBvfOG5eQI/sddefault.jpg";"Jozuplodz";"UUtmkggMhXf1y4k5dzIsiYRA";"49";"WJBvfOG5eQI";"Jozuplodz";"UCtmkggMhXf1y4k5dzIsiYRA"
