"Z_tech_index", "country", "year", "format", "label", "type", "genre", "style", "id", "barcode", "master_id", "master_url", "uri", "catno", "title", "thumb", "cover_image", "resource_url", "community", "format_quantity", "formats"
"222","US","1988","['CD', 'Album', 'Stereo', 'DVD', 'DVD-Video', 'NTSC', 'Stereo', 'CD', 'Album', 'Limited Edition', 'Stereo', 'Box Set', 'Deluxe Edition']","['Columbia', 'Legacy', 'The Bootleg Series', 'Sony Music Entertainment', 'Columbia Records', 'Columbia Records', 'Sony Music Entertainment', 'The Warfield', 'Stanley Theatre, Pittsburgh', 'Drammenshallen', 'Kiva Auditorium', 'Paramount Theatre, Portland', 'Santa Monica Civic Auditorium', 'The Orpheum Theatre, Memphis', 'Uptown Theatre, Kansas City, Missouri', 'Golden Hall', 'Earls Court', 'Théâtre St-Denis', 'Bad Segeberg, Freilichtbühne', 'Kleinhans Music Hall', 'Palais Des Sports, Avignon', 'Stadium Municipal, Toulouse', 'Pine Knob Music Theatre', 'Orpheum Theatre', 'Lakeland Civic Center Arena', 'Capital Centre', 'Greensboro Coliseum', 'Muscle Shoals Sound Studios', 'Massey Hall', 'Freilichtbühne Loreley', 'Saenger Performing Arts Center, New Orleans, LA', 'Salem Armory', 'Clover Recorders', 'Rundown Studios', 'Sony DADC, Terre Haute', 'Sony DADC, Terre Haute', 'Sony DADC, Terre Haute', 'Sony DADC, Terre Haute', 'Sony DADC, Terre Haute', 'Sony DADC, Terre Haute', 'Sony DADC, Terre Haute', 'Sony DADC, Terre Haute', 'Sony DADC, Terre Haute', 'Sony DADC, Terre Haute', 'Sony DADC, Terre Haute', 'Sony DADC, Terre Haute']","release","['Rock', 'Blues', 'Folk, World, & Country']","['Gospel', 'Blues Rock']","11123400","['8 8985-45465-2 6', '889854546526', '8 8985-47933-2 6', '88985454652S1', '88985479332', '88985454652D1', '88985454652D2', '88985454652D3', '88985454652D4', '88985454652D5', '88985454652D6', '88985454652D7', '88985454652D8', '88985454652D9', '88985479332D1', '88985479332D2', 'DIDX-1086758 1 A01', 'IFPI L328', 'IFPI 50BV', 'IFPI 50BN', 'DIDX-1086759 2 B03', 'IFPI L327', 'IFPI 50BR', 'IFPI 50BN', 'DIDX-1086760 1 B01', 'IFPI L329', 'IFPI 50BK', 'IFPI 50BJ', 'DIDX-1086761 1 A02', 'IFPI L329', 'IFPI 50BV', 'IFPI 50BZ', 'DIDX-1086762 1 A02', 'IFPI L329', 'IFPI 50BV', 'DIDX-1086763 1 A02', 'IFPI L328', 'IFPI 50BK', 'IFPI 50BC', 'DIDX-1086764 1 A01', 'IFPI L329', 'IFPI 50BK', 'IFPI 50BE', 'DIDX-1086765 1 A01', 'DIDX-1086765 1 A02', 'IFPI L329', 'IFPI 50BY', 'IFPI 50BZ', 'DVDL-7253940A1 2 A01', 'IFPI L332', 'DVDL-7253940B1 1 A01', 'IFPI L333', 'IFPI OWBC', 'IFPI QW9E', 'IFPI QW9F', 'DIDX-1087545 1 B01', 'IFPI L327', 'IFPI 50BK', 'DIDX-1087546 1 A01', 'IFPI L327', 'IFPI 50BR']","1262067","https://api.discogs.com/masters/1262067","/release/11123400-Bob-Dylan-Trouble-No-More-The-Bootleg-Series-Vol-13-1979-1981","88985454652","Bob Dylan - Trouble No More (The Bootleg Series Vol. 13 / 1979 - 1981)","","","https://api.discogs.com/releases/11123400","{'want': 198, 'have': 497}","11","[{'name': 'CD', 'qty': '8', 'descriptions': ['Album', 'Stereo']}, {'name': 'DVD', 'qty': '1', 'descriptions': ['DVD-Video', 'NTSC', 'Stereo']}, {'name': 'CD', 'qty': '2', 'text': 'Preorder Bonus Disc, Cardboard Wallet Sleeve', 'descriptions': ['Album', 'Limited Edition', 'Stereo']}, {'name': 'Box Set', 'qty': '1', 'descriptions': ['Deluxe Edition']}]"
"223","Europe","2006","['CD', 'Album', 'Compilation']","['Sony Music', 'Columbia', 'Legacy', 'Johnny Cash Bootleg Series', 'Sony Music Entertainment', 'Sony Music Entertainment', 'John R. Cash Revocable Trust', 'Sony Music Entertainment', 'Sony Music Studios, New York City', 'Battery Studios, New York', 'Sony Music', 'Arvato Digital Services', 'Arvato Digital Services']","release","['Rock', 'Blues', 'Folk, World, & Country']","['Country', 'Rockabilly', 'Rock & Roll']","2941329","['0886976005122', 'LC 00162', 'BIEM/GEMA', '[Sony Music logo] 54470993/88697000512-1 21', 'IFPI LB47', 'IFPI 0713', '[Sony Music logo] 54470990/88697600512-2 21', 'IFPI LP 73', 'IFPI 0776', '[Sony Music logo] 54470993/88697600512-1 21', 'IFPI LB47', 'IFPI 0777', '[Sony Music logo] 54470990/88697600512-2 21', 'IFPI LP 73', 'IFPI 0774']","347835","https://api.discogs.com/masters/347835","/release/2941329-Johnny-Cash-Bootleg-Vol-II-From-Memphis-To-Hollywood","88697 60051 2","Johnny Cash - Bootleg Vol II - From Memphis To Hollywood","","","https://api.discogs.com/releases/2941329","{'want': 42, 'have': 483}","2","[{'name': 'CD', 'qty': '2', 'descriptions': ['Album', 'Compilation']}]"
"224","US","1988","['Cassette', 'Compilation']","['Bluebird', 'RCA Heritage Series', 'BMG Music', 'BMG Music', 'BMG Music', 'BMG Music']","release","['Blues']","[]","8133214","[]","174538","https://api.discogs.com/masters/174538","/release/8133214-Various-Better-Boot-That-Thing-Great-Women-Blues-Singers-Of-The-1920s","07863 66065-4","Various - Better Boot That Thing - Great Women Blues Singers Of The 1920's","","","https://api.discogs.com/releases/8133214","{'want': 2, 'have': 8}","1","[{'name': 'Cassette', 'qty': '1', 'text': 'DOLBY', 'descriptions': ['Compilation']}]"
"225","US","2019","['CD', 'Compilation', 'Stereo']","['Columbia', 'Legacy', 'Johnny Cash Bootleg Series', 'Sony Music Entertainment', 'Sony Music Entertainment', 'Sony Music Entertainment', 'Columbia Records', 'Sony Music Studios, New York City', 'Sony DADC, Terre Haute', 'Sony DADC, Terre Haute']","release","['Rock', 'Blues', 'Folk, World, & Country']","['Country', 'Rockabilly', 'Rock & Roll']","5326583","['8 86976 00512 2', '886976005122', 'DIDX-639935 1', 'IFPI L329', 'IFPI 507D', 'DIDX-639936 1', 'IFPI L327', 'IFPI 50FE']","347835","https://api.discogs.com/masters/347835","/release/5326583-Johnny-Cash-Bootleg-Vol-II-From-Memphis-To-Hollywood","88697 60051 2","Johnny Cash - Bootleg Vol II - From Memphis To Hollywood","","","https://api.discogs.com/releases/5326583","{'want': 54, 'have': 352}","2","[{'name': 'CD', 'qty': '2', 'descriptions': ['Compilation', 'Stereo']}]"
"226","US","2003","['Vinyl', '12', '45 RPM']","['Not On Label']","release","['Electronic']","['Disco']","397703","[]","0","None","/release/397703-Unknown-Artist-Broken-Boot","BB 001","Unknown Artist - Broken Boot","","","https://api.discogs.com/releases/397703","{'want': 14, 'have': 48}","1","[{'name': 'Vinyl', 'qty': '1', 'descriptions': ['12', '45 RPM']}]"
"227","US","1993","['CDr', 'Unofficial Release', 'Box Set', 'Compilation']","['Cortical Foundation']","release","['Electronic', 'Jazz', 'Rock']","['Noise', 'Lo-Fi', 'Avantgarde', 'Art Rock', 'Free Improvisation', 'Experimental']","3617713","[]","173376","https://api.discogs.com/masters/173376","/Various-LAFMS-The-Lowest-Form-Of-Music-Bootleg-Edition/release/3617713","organ of Corti 11.3","Various - LAFMS: The Lowest Form Of Music - Bootleg Edition","","","https://api.discogs.com/releases/3617713","{'want': 68, 'have': 3}","12","[{'name': 'CDr', 'qty': '12', 'descriptions': ['Unofficial Release']}, {'name': 'Box Set', 'qty': '1', 'descriptions': ['Compilation']}]"
"228","Unknown","2010","['CD', 'CD+G']","['Sound Choice']","release","['Pop']","[]","30736582","['013133601723']","0","None","/release/30736582-Unknown-Artist-Country-Hits-Of-The-90S-Vol-III","6017","Unknown Artist - Country Hits Of The 90'S - Vol III","","","https://api.discogs.com/releases/30736582","{'want': 1, 'have': 2}","1","[{'name': 'CD', 'qty': '1', 'descriptions': ['CD+G']}]"
"229","Unknown","2021","['Vinyl', '12']","['Not On Label']","release","['Electronic']","['House']","3040754","[]","0","None","/Unknown-Artist-Fantasy-Island-The-Love-Boot/release/3040754","none","Unknown Artist - Fantasy Island / The Love Boot","","","https://api.discogs.com/releases/3040754","{'want': 36, 'have': 25}","1","[{'name': 'Vinyl', 'qty': '1', 'descriptions': ['12']}]"
"230","US","1994","['CD', 'Compilation']","['Lost Highway', 'HBO', 'UMG Recordings, Inc.', 'UMG Recordings, Inc.', 'Home Box Office, Inc.', 'Universal Music & Video Distribution, Corp.', 'RichardDodd.com', 'Home Box Office, Inc.', 'Rounder Records Corp.', 'Rounder Records', 'Dualtone Music Group, Inc.', 'Dualtone Music Group, Inc.', 'Curb Music Company', 'MCA Records, Inc.', 'Curb Records, Inc.', 'Geffen Records', 'Universal Music Enterprises', 'Nonesuch Records', 'Nonesuch Records', 'Nonesuch Records', 'Warner Strategic Marketing', 'A&M Records', 'Geffen Records', 'Universal Music Enterprises', 'Mark Lee Scott', 'Mark Lee Scott', 'Sony Music Entertainment Inc.', 'Sony BMG Music Entertainment', 'Beggars Banquet Records Ltd.', 'Beggars Banquet Records Ltd.', 'UML']","release","['Blues', 'Folk, World, & Country', 'Stage & Screen']","['Country Blues', 'Bluegrass', 'Folk', 'Soundtrack']","3211456","['0 75021 03672 7', 'B00 040 1202 01$ A [Universal Logo]', 'IFPI L009', 'IFPI 0341', 'B00 040 1202 01$ I  [Universal Logo]', 'IFPI L009', 'IFPI 0323', 'MADE IN THE USA BY UML']","416776","https://api.discogs.com/masters/416776","/release/3211456-Various-Deadwood-Music-From-The-HBO-Original-Series","B0004012-02","Various - Deadwood - Music From The HBO Original Series","","","https://api.discogs.com/releases/3211456","{'want': 10, 'have': 178}","1","[{'name': 'CD', 'qty': '1', 'descriptions': ['Compilation']}]"
"231","UK","2015","['CD']","['Chappell', 'DADC Austria', 'Marlowlynn Ltd', 'Marlowlynn Ltd', 'Chappell Recorded Music Library', 'Marlowlynn Ltd', 'Sony DADC']","release","['Reggae', 'Stage & Screen']","['Ska']","9903934","['LC 8904', 'Sony DADC A0100674333-0101 11 A0', 'IFPI L551']","0","None","/release/9903934-Unknown-Artist-SKA-5-Steps-To-Ska-Dom","CHAP 316","Unknown Artist - SKA - 5 Steps To Ska-Dom","","","https://api.discogs.com/releases/9903934","{'want': 3, 'have': 2}","1","[{'name': 'CD', 'qty': '1', 'text': 'Digipak'}]"
"232","Germany","2001","['CD', 'Compilation', 'Mixed', 'Unofficial Release']","['Studio 33 Records']","release","['Electronic', 'Hip Hop', 'Pop']","['Euro House', 'Italodance', 'Trance', 'Hard House', 'Europop', 'Hard Trance', 'Disco', 'House', 'Pop Rap']","3446232","['4 006635 922003', '#33*32/32-33#*', 'LC 3300', 'GEMA']","3364651","https://api.discogs.com/masters/3364651","/release/3446232-Various-Studio-33-The-32nd-Story-The-Absolute-Party-Hit-Mix","33/32","Various - Studio 33 - The 32nd Story - The Absolute Party Hit-Mix","","","https://api.discogs.com/releases/3446232","{'want': 6, 'have': 35}","1","[{'name': 'CD', 'qty': '1', 'descriptions': ['Compilation', 'Mixed', 'Unofficial Release']}]"
"233","Australia","2021","['CD', 'Album']","['Sony Music', 'Columbia', 'Legacy', 'Sony Music Entertainment', 'Sony Music Entertainment', 'Sony Music Entertainment', 'Sony Music Studios, New York City', 'Battery Studios, New York', 'Johnny Cash Bootleg Series', 'Sony DADC Australia', 'Sony DADC Australia']","release","['Rock', 'Blues', 'Folk, World, & Country']","['Country', 'Rockabilly', 'Rock & Roll']","8547373","['0886976005122', 'A0100954837X0102 01 Sony DADC Australia', 'A0100954837X0202 01 Sony DADC Australia', 'IFPI L681', 'IFPI 6542', 'IFPI 651A']","347835","https://api.discogs.com/masters/347835","/release/8547373-Johnny-Cash-Bootleg-Vol-II-From-Memphis-To-Hollywood","88697 60051 2","Johnny Cash - Bootleg Vol II - From Memphis To Hollywood","","","https://api.discogs.com/releases/8547373","{'want': 17, 'have': 36}","2","[{'name': 'CD', 'qty': '2', 'descriptions': ['Album']}]"
"234","US","1999","['CD', 'Mixed']","['X-Beat Records, Inc.', 'Tip-Top', 'X-Beat Records, Inc.', 'Tip-Top', 'X-Beat Records, Inc.', 'Tip-Top', 'Tip Top Lab Studios', 'X-Beat Records, Inc.', 'Tip Top Of The Pyramid Records', 'Tip Top Of The Pyramid Records', 'Tip Top Of The Pyramid Records', 'RSK/XTC Publishing']","release","['Electronic']","['Breakbeat', 'Breaks', 'Trance']","12324942","['008986128022', 'LT36 TT12802 #21101Z25', 'BMI']","0","None","/DJ-X%C2%B9-DJ-Kyper-Tasty-Beats-Bootleg-Prescription-Mixes-Dose-I/release/12324942","TT12802","D.J. X¹*, D.J. Kyper* - Tasty Beats - Bootleg Prescription Mixes Dose I","","","https://api.discogs.com/releases/12324942","{'want': 20, 'have': 5}","1","[{'name': 'CD', 'qty': '1', 'descriptions': ['Mixed']}]"
"235","Canada","1998","['CD', 'Album']","['Sony Music', 'Columbia', 'Legacy', 'Sony Music Entertainment', 'Sony Music Entertainment', 'Sony Music Entertainment', 'Sony Music Studios, New York City', 'Battery Studios, New York', 'Johnny Cash Bootleg Series']","release","['Rock', 'Blues', 'Folk, World, & Country']","['Country', 'Rockabilly', 'Rock & Roll']","13786152","['0886976005122', 'LC 00162', 'BIEM/GEMA', '[Sony Music logo] 54470993/88697000512-1 21', 'IFPI LB47', 'IFPI 0713', '[Sony Music logo] 54470990/88697600512-2 21', 'IFPI LP 73', 'IFPI 0776']","347835","https://api.discogs.com/masters/347835","/release/13786152-Johnny-Cash-Bootleg-Vol-II-From-Memphis-To-Hollywood","88697 60051 2","Johnny Cash - Bootleg Vol II - From Memphis To Hollywood","","","https://api.discogs.com/releases/13786152","{'want': 12, 'have': 22}","2","[{'name': 'CD', 'qty': '2', 'descriptions': ['Album']}]"
"236","Germany","2021","['CD', 'Maxi-Single', 'Mixed']","['ZYX Records', 'Italo Boot Mix', 'Bernhard Mikulski Schallplatten-Vertriebs-GmbH', 'Interpress', 'DADC Austria']","release","['Electronic']","['Italo-Disco']","537907","['INTERPRESS 8-5960 12 MASTERED BY DADC AUSTTIA', 'COMPACT DISC MADE IN W.GERMANY INTERPRESS', 'GEMA', 'LC 6350']","76037","https://api.discogs.com/masters/76037","/release/537907-Various-Italo-Boot-Mix-Vol-11","ZYX 8-5960","Various - Italo Boot Mix Vol. 11","","","https://api.discogs.com/releases/537907","{'want': 37, 'have': 118}","1","[{'name': 'CD', 'qty': '1', 'descriptions': ['Maxi-Single', 'Mixed']}]"
"237","Hungary","2021","['CDr', 'Album', 'Compilation', 'Promo', 'Mixed']","['Tilos Rádió']","release","['Electronic', 'Hip Hop', 'Jazz', 'Rock', 'Reggae', 'Non-Music']","['Alternative Rock', 'Reggae', 'Spoken Word', 'Freestyle', 'Abstract', 'Death Metal', 'Jazz-Funk', 'Downtempo']","1364625","[]","0","None","/Various-Adok-Tilos-Maraton-2006/release/1364625","none","Various - Adok - Tilos Maraton 2006","","","https://api.discogs.com/releases/1364625","{'want': 9, 'have': 7}","1","[{'name': 'CDr', 'qty': '1', 'descriptions': ['Album', 'Compilation', 'Promo', 'Mixed']}]"
"238","Germany","1997","['CD', 'Compilation', 'Mixed']","['Galaxis', 'ZYX Records', 'Italo Boot Mix', 'BERNHARD MIKULSKI Schallplatten-Vertriebs-GmbH', 'P+O Pallas']","release","['Electronic']","['Italo-Disco']","1049229","['090204028856', '090204 028856', 'LC 6350', 'ADD', 'GEMA', 'GLX 9048 P+O-1053-A 02-88', '291']","2327473","https://api.discogs.com/masters/2327473","/release/1049229-Various-Italo-Boot-Mix-On-CD-Vol-9-10","GLX 9048","Various - Italo Boot-Mix On CD Vol. 9 +10","","","https://api.discogs.com/releases/1049229","{'want': 35, 'have': 86}","1","[{'name': 'CD', 'qty': '1', 'descriptions': ['Compilation', 'Mixed']}]"
"239","Russia","1991","['CDr', 'CD-ROM', 'Compilation', 'Unofficial Release']","['Навигатор', 'Домашняя Коллекция', 'ООО Элком', 'ЗАО Полимер-сервис']","release","['Electronic', 'Jazz', 'Rock', 'Blues', 'Classical']","['Avantgarde', 'Jazz-Rock', 'Prog Rock', 'Fusion', 'Post-Modern', 'Contemporary', 'Musique Concrète', 'Abstract', 'Psychedelic Rock', 'Garage Rock', 'Rhythm & Blues', 'Baroque', 'Modern']","14072651","['4 619497 410207', '4619497410207', 'RFD80M-79239 80 BF', 'RFD80M-79239 80 BF']","0","None","/release/14072651-Frank-Zappa-%D0%9A%D0%BE%D0%BB%D0%BB%D0%B5%D0%BA%D1%86%D0%B8%D1%8F-%D0%90%D0%BB%D1%8C%D0%B1%D0%BE%D0%BC%D0%BE%D0%B2-%D0%98-%D0%A1%D0%B8%D0%BD%D0%B3%D0%BB%D0%BE%D0%B2-1978-1992-%D0%A7%D0%B0%D1%81%D1%82%D1%8C-9-10-Assorted","none","Frank Zappa - Коллекция Альбомов И Синглов 1978 - 1992 (Часть 9-10 Assorted Images, The Most Beatiful Boots)","","","https://api.discogs.com/releases/14072651","{'want': 5, 'have': 1}","2","[{'name': 'CDr', 'qty': '2', 'text': 'MP3, 192 kbps, 44 kHz', 'descriptions': ['CD-ROM', 'Compilation', 'Unofficial Release']}]"
"240","Germany","2002","['CD', 'Mixed', 'CD', 'Compilation']","['Dance Street', 'Italo Boot Mix']","release","['Electronic']","['Euro House']","1269292","[]","0","None","/Various-Italo-Boot-Mix-2003/release/1269292","DST 73004-2","Various - Italo Boot Mix 2003","","","https://api.discogs.com/releases/1269292","{'want': 10, 'have': 28}","2","[{'name': 'CD', 'qty': '1', 'descriptions': ['Mixed']}, {'name': 'CD', 'qty': '1', 'descriptions': ['Compilation']}]"
"241","US","2011","['CD', 'Compilation', 'Reissue']","['Lost Highway', 'HBO', 'UMG Recordings, Inc.', 'UMG Recordings, Inc.', 'Sony DADC, Terre Haute', 'Sony DADC, Pitman', 'Universal Music & Video Distribution, Corp.', 'RichardDodd.com']","release","['Blues', 'Folk, World, & Country', 'Stage & Screen']","['Country Blues', 'Bluegrass', 'Folk', 'Soundtrack']","11153510","['075021036727', '0 75021 03672 7', 'DIDX-149756 2', 'IFPI L329', 'IFPI 7201', 'IFPI 7264']","416776","https://api.discogs.com/masters/416776","/release/11153510-Various-Deadwood-Music-From-The-HBO-Original-Series","B0004012-02","Various - Deadwood - Music From The HBO Original Series","","","https://api.discogs.com/releases/11153510","{'want': 1, 'have': 21}","1","[{'name': 'CD', 'qty': '1', 'descriptions': ['Compilation', 'Reissue']}]"
"242","USA & Canada","2003","['CD', 'Album']","['Quality', 'Quality Special Products', 'Quality Special Products', 'Disctronics USA', 'Pheobalds Music, Inc.', 'Millhouse Music', 'Alfred Avenue Music', 'Deerfield Court Music', 'Bocephus Music Co.', 'Bruce Springsteen', 'Tree Publishing', 'Pacific Island Publishing', 'Bar None Music', 'Bug Music, Inc.', 'Three Headed Music', 'PRI Songs, Inc.', 'Head Cheese Music', 'PRI Music, Inc.', 'Warner-Tamerlane Publishing Corp.', 'Just Cuts Music', 'Patti Hurt', 'EMI April Music Inc.', 'Getarealjob Music', 'Don Schlitz Music', 'Almo Music Corp.', 'Acuff-Rose Music, Inc.', 'Hiriam Music', 'Rightsong Music, Inc.', 'Songs Of PolyGram International, Inc.', 'Famous Music Corporation', 'Warner Chappell Music', Howlin' Hits Music, Inc., 'Sony Tunes Inc.', 'Sony Songs Inc.', 'Edisto Sound International', 'EMI Golden Torch Music', 'Heart Street Music', 'Granite Music Corp.', 'Coal Dust West Music', Hannah's Eyes Music, Inc., 'Coburn Music', 'Michael H. Goldsen Inc.', 'Sweet Angel Music', 'Web IV Music', 'Sebal Music', 'Great Cumberland Music', 'Diamond Struck Music', 'Ninthear Music, Inc.', 'MCA Music Publishing', 'Gary Burr Music, Inc.']","release","['Folk, World, & Country']","['Country']","14311079","['0 63961 11892 4']","1385932","https://api.discogs.com/masters/1385932","/release/14311079-Unknown-Artist-The-Very-Best-Of-Country-Line-Dancing","QRSPD 1189","Unknown Artist - The Very Best Of Country Line Dancing","","","https://api.discogs.com/releases/14311079","{'want': 1, 'have': 10}","1","[{'name': 'CD', 'qty': '1', 'descriptions': ['Album']}]"
"243","US","2000","['Vinyl', 'LP', 'Compilation']","['Numero Group', 'Local Customs', 'Peerless Mastering', 'Nashville Record Productions', 'United Record Pressing']","release","['Rock', 'Pop', 'Folk, World, & Country']","['Acoustic', 'Country Rock', 'Folk Rock', 'Hard Rock', 'Prog Rock']","2965179","['825764103411', 'NUM-034-A WG/NRP Ⓤ', 'NUM-034-B Ⓤ', 'NUM-034-C WG/NRP Ⓤ', 'NUM-034-RE-1 -D WG/NRP Ⓤ']","358783","https://api.discogs.com/masters/358783","/release/2965179-Various-Local-Customs-Lone-Star-Lowlands","034","Various - Local Customs: Lone Star Lowlands","","","https://api.discogs.com/releases/2965179","{'want': 263, 'have': 668}","2","[{'name': 'Vinyl', 'qty': '2', 'descriptions': ['LP', 'Compilation']}]"
"244","UK","2006","['Vinyl', 'LP', 'Compilation']","['Trunk Records', 'GZ Media']","release","['Electronic', 'Jazz', 'Latin', 'Non-Music']","['Minimal']","20246341","['5051142008978', '224249E1/A', '224249E2/A', '224249E3/A', '224249E4/A']","2302798","https://api.discogs.com/masters/2302798","/release/20246341-Various-Do-What-You-Love","JBH093LP","Various - Do What You Love","","","https://api.discogs.com/releases/20246341","{'want': 115, 'have': 238}","2","[{'name': 'Vinyl', 'qty': '2', 'descriptions': ['LP', 'Compilation']}]"
"245","Germany","2003","['CD']","['Blue Flame Records', 'Blue Flame Records', 'Blue Flame Records', 'WEA Music', 'Dureco', 'Town Music', 'Eurostar', 'ABC-Music Austria']","release","['Non-Music', 'Pop', 'Classical', 'Stage & Screen']","['Score', 'Theme', 'Interview']","19751464","['4018382407221', 'LC 8593', 'ADD', 'DURECO [01] 398 40722']","2243437","https://api.discogs.com/masters/2243437","/release/19751464-Unknown-Artist-21-Kino-Hits","398 40722","Unknown Artist - 21 Kino Hits","","","https://api.discogs.com/releases/19751464","{'want': 1, 'have': 8}","1","[{'name': 'CD', 'qty': '1'}]"
"246","Germany","1997","['CDr', 'Compilation', 'Mixed', 'Unofficial Release']","['Deep Dance']","release","['Electronic', 'Pop']","['Eurodance', 'Euro House']","7293239","[]","1170049","https://api.discogs.com/masters/1170049","/release/7293239-Various-Deep-Dance-150-Best-Of-25-Jahre-Teil-1","none","Various - Deep Dance 150 - Best Of 25 Jahre - Teil 1","","","https://api.discogs.com/releases/7293239","{'want': 12, 'have': 6}","1","[{'name': 'CDr', 'qty': '1', 'descriptions': ['Compilation', 'Mixed', 'Unofficial Release']}]"
"247","Germany","2008","['CD', 'Mixed', 'Unofficial Release']","['Club 21 Records']","release","['Electronic', 'Hip Hop', 'Rock', 'Pop']","['RnB/Swing', 'Hard House', 'Europop', 'Pop Rock', 'Trance']","650900","['02587 4594 20010', '170308']","0","None","/release/650900-Various-Club-21-Backbeat","170308","Various - Club 21 - Backbeat","","","https://api.discogs.com/releases/650900","{'want': 6, 'have': 13}","1","[{'name': 'CD', 'qty': '1', 'descriptions': ['Mixed', 'Unofficial Release']}]"
"248","UK","2011","['Vinyl', 'LP', 'Compilation']","['Trunk Records', 'GZ Media']","release","['Electronic', 'Jazz', 'Latin', 'Non-Music']","['Minimal']","19904623","['5051142008978', '224249E1/A', '224249E2/A', '224249E3/A', '224249E4/A']","2302798","https://api.discogs.com/masters/2302798","/release/19904623-Various-Do-What-You-Love","JBH093LP","Various - Do What You Love","","","https://api.discogs.com/releases/19904623","{'want': 91, 'have': 147}","2","[{'name': 'Vinyl', 'qty': '2', 'text': 'Silver', 'descriptions': ['LP', 'Compilation']}]"
"249","Germany","1988","['CD', 'Compilation', 'Box Set']","['Grönland Records', 'EMI Electrola', 'EMI', 'EMI', 'Grönland Records', 'Grönland Records', 'EMI Uden']","release","['Electronic', 'Hip Hop', 'Rock', 'Pop']","['Alternative Rock', 'Rock & Roll', 'Disco', 'Pop Rock', 'House', 'Pop Rap', 'Punk', 'Avantgarde', 'Schlager', 'Instrumental', 'New Wave', 'Techno', 'Psychedelic Rock', 'Hip Hop', 'Hard Rock', 'Synth-pop', 'Experimental', 'Classic Rock']","450809","['7243 523023 2 1', 'bel  BIEM', 'LC01387', 'F: PM', '7243 523024 2 0', '7243 523025 2 9', '7243 523026 2 8', '7243 523027 2 7', '7243 523028 2 6', '7243 523029 2 5', '7243 523030 2 1', '7243 523031 2 0', 'EMI UDEN 5230242  @ 1  1-1-1-NL', 'EMI UDEN 5230252  @ 1  1-1-2-NL', 'EMI UDEN 5230262  @ 1  1-1-2-NL', 'EMI UDEN 5230272  @ 1  1-1-1-NL', 'EMI UDEN 5230272 @ 1 1-1-2-NL', 'EMI UDEN 5230282  @ 1  2-1-1-NL', 'EMI UDEN 5230282 @ 2 2-1-1-NL', 'EMI UDEN 5230292  @ 1  1-1-2-NL', 'EMI UDEN 5230292  @ 1  1-1-3-NL', 'EMI UDEN 5230302  @ 1  1-1-1-NL', 'EMI UDEN 5230302 @ 1 1-1-2-NL', 'EMI UDEN 5230312  @ 1  1-1-2-NL', 'IFPI L047', 'IFPI 1565', 'IFPI 15FD', 'IFPI 15CF', 'ifpi 15D7', 'ifpi 153D', 'ifpi 1566', 'ifpi 15AD', 'ifpi 155A', 'ifpi 1533', 'ifpi 15CA', 'ifpi 15CC']","0","None","/release/450809-Various-Pop-2000-50-Jahre-Popmusik-Und-Jugendkultur-In-Deutschland","7243 52302321","Various - Pop 2000 - 50 Jahre Popmusik Und Jugendkultur In Deutschland","","","https://api.discogs.com/releases/450809","{'want': 133, 'have': 305}","8","[{'name': 'CD', 'qty': '8', 'descriptions': ['Compilation']}, {'name': 'Box Set', 'qty': '1'}]"
"250","USA & Canada","1998","['Cassette', 'Album']","['Quality', 'Quality Special Products', 'Quality Special Products', 'Cinram', 'Pheobalds Music, Inc.', 'Millhouse Music', 'Alfred Avenue Music', 'Deerfield Court Music', 'Bocephus Music Co.', 'Bruce Springsteen', 'Tree Publishing', 'Pacific Island Publishing', 'Bar None Music', 'Bug Music, Inc.', 'Three Headed Music', 'PRI Songs, Inc.', 'Head Cheese Music', 'PRI Music, Inc.', 'Warner-Tamerlane Publishing Corp.', 'Just Cuts Music', 'Patti Hurt', 'EMI April Music Inc.', 'Getarealjob Music', 'Don Schlitz Music', 'Almo Music Corp.', 'Acuff-Rose Music, Inc.', 'Hiriam Music', 'Rightsong Music, Inc.', 'Songs Of PolyGram International, Inc.', 'Famous Music Corporation', 'Warner Chappell Music', Howlin' Hits Music, Inc., 'Sony Tunes Inc.', 'Sony Songs Inc.', 'Edisto Sound International', 'EMI Golden Torch Music', 'Heart Street Music', 'Granite Music Corp.', 'Coal Dust West Music', Hannah's Eyes Music, Inc., 'Coburn Music', 'Michael H. Goldsen Inc.', 'Sweet Angel Music', 'Web IV Music', 'Sebal Music', 'Great Cumberland Music', 'Diamond Struck Music', 'Ninthear Music, Inc.', 'MCA Music Publishing', 'Gary Burr Music, Inc.']","release","['Folk, World, & Country']","['Country']","12195663","['0 63961 11894 8', 'CR']","1385932","https://api.discogs.com/masters/1385932","/release/12195663-Unknown-Artist-The-Very-Best-Of-Country-Line-Dancing","QRSPC 1189","Unknown Artist - The Very Best Of Country Line Dancing","","","https://api.discogs.com/releases/12195663","{'want': 1, 'have': 8}","1","[{'name': 'Cassette', 'qty': '1', 'text': 'CR', 'descriptions': ['Album']}]"
