"Z_tech_index", "country", "year", "format", "label", "type", "genre", "style", "id", "barcode", "master_id", "master_url", "uri", "catno", "title", "thumb", "cover_image", "resource_url", "community", "format_quantity", "formats"
"177","UK","1990","['Vinyl', '12', '33 ⅓ RPM', 'Promo', 'White Label']","['Shoreline Records', 'Shoreline Records']","release","['Electronic']","['House', 'Tech House']","36794725","['SHO 001 - A1 TIM D C', 'SHO 001 - B1 K']","4165672","https://api.discogs.com/masters/4165672","/release/36794725-Pizzaconnection-Aus-Musika","SHO 001","Pizzaconnection* - Aus Musika","","","https://api.discogs.com/releases/36794725","{'want': 0, 'have': 0}","1","[{'name': 'Vinyl', 'qty': '1', 'descriptions': ['12', '33 ⅓ RPM', 'Promo', 'White Label']}]"
"178","Spain","2005","['Vinyl', '12', '33 ⅓ RPM']","['Casa Casa Recordings']","release","['Electronic']","['House']","3503208","[]","0","None","/Pure-Essence-Once-You-FInd-It/release/3503208","CCR002","Pure Essence (5) - Once You FInd It","","","https://api.discogs.com/releases/3503208","{'want': 17, 'have': 28}","1","[{'name': 'Vinyl', 'qty': '1', 'descriptions': ['12', '33 ⅓ RPM']}]"
"179","Spain","2005","['Vinyl', '12', '33 ⅓ RPM']","['Casa Casa Recordings']","release","['Electronic']","['House']","3503208","[]","0","None","/Pure-Essence-Once-You-FInd-It/release/3503208","CCR002","Pure Essence (5) - Once You FInd It","","","https://api.discogs.com/releases/3503208","{'want': 17, 'have': 28}","1","[{'name': 'Vinyl', 'qty': '1', 'descriptions': ['12', '33 ⅓ RPM']}]"
"180","UK","2005","['Vinyl', '12']","['Influence', 'Defender Music Ltd', 'Defender Music Ltd', 'Westbury Music']","release","['Electronic']","['House']","57321","['5024545104264']","0","None","/Reel-Houze-Cant-Live-Without-You-Reel-Rock/release/57321","IN2012061","Reel Houze - Can't Live Without You / Reel Rock","","","https://api.discogs.com/releases/57321","{'want': 46, 'have': 87}","1","[{'name': 'Vinyl', 'qty': '1', 'descriptions': ['12']}]"
"181","UK","2005","['Vinyl', '12', '33 ⅓ RPM', 'Promo']","['V2', 'V2 Music Ltd.', 'V2 Music Ltd.', 'Damont']","release","['Electronic']","['House']","173561","['LC 01801', 'VVR 5017646P A1 — DAMONT D ', 'VVR 5017646P B1 — DAMONT A', 'VVR 5017646P C1 2 DAMONT A ', 'VVR 5017646P D1 — DAMONT B ']","59595","https://api.discogs.com/masters/59595","/Rin%C3%B4%C3%A7%C3%A9r%C3%B4se-Lost-Love/release/173561","VVR5017646P","Rinôçérôse - Lost Love","","","https://api.discogs.com/releases/173561","{'want': 69, 'have': 221}","2","[{'name': 'Vinyl', 'qty': '2', 'descriptions': ['12', '33 ⅓ RPM', 'Promo']}]"
"182","UK","1997","['CD', 'Mixed']","['Hope Recordings']","release","['Electronic']","['Breaks', 'Tech House']","603662","['5038044818140']","0","None","/release/603662-Jean-Jacques-Smoothie-JAime-La-Musique","HOPE CD 040","Jean Jacques Smoothie - J'Aime La Musique","","","https://api.discogs.com/releases/603662","{'want': 8, 'have': 27}","2","[{'name': 'CD', 'qty': '2', 'descriptions': ['Mixed']}]"
"183","Germany","1997","['Vinyl', '12', '45 RPM']","['Underworld Recordings']","release","['Electronic']","['Tech House']","1055430","[]","0","None","/release/1055430-Roger-Prinz-vs-DJ-Ren-D-Sandstreet-Groove","UW 9626-12","Roger Prinz vs. DJ Ren-D - Sandstreet Groove","","","https://api.discogs.com/releases/1055430","{'want': 33, 'have': 63}","1","[{'name': 'Vinyl', 'qty': '1', 'descriptions': ['12', '45 RPM']}]"
"184","Germany","1997","['Vinyl', '12', '45 RPM']","['Underworld Recordings']","release","['Electronic']","['Tech House']","1055430","[]","0","None","/release/1055430-Roger-Prinz-vs-DJ-Ren-D-Sandstreet-Groove","UW 9626-12","Roger Prinz vs. DJ Ren-D - Sandstreet Groove","","","https://api.discogs.com/releases/1055430","{'want': 33, 'have': 63}","1","[{'name': 'Vinyl', 'qty': '1', 'descriptions': ['12', '45 RPM']}]"
"185","Germany","1997","['CD', 'Compilation']","['Quadrophon', 'United Trance', 'Da Music', 'Zomba Distribution', 'K-Tel']","release","['Electronic']","['Progressive House', 'Trance', 'Hard Trance']","798270","['40025 87938321', 'LC 00873', 'GEMA BIEM']","0","None","/release/798270-Various-United-Trance-Vol-02","879 383-2","Various - United Trance Vol. 02","","","https://api.discogs.com/releases/798270","{'want': 8, 'have': 29}","2","[{'name': 'CD', 'qty': '2', 'descriptions': ['Compilation']}]"
"186","Germany","2000","['Vinyl', '12', '45 RPM', 'Maxi-Single', 'Stereo']","['Nice Musikverlag GbR']","release","['Electronic']","['House']","10752201","[]","0","None","/release/10752201-Rotation-Did-You-U-Enjoy-It","TA 051190","Rotation (14) - Did You U Enjoy It?","","","https://api.discogs.com/releases/10752201","{'want': 11, 'have': 5}","1","[{'name': 'Vinyl', 'qty': '1', 'descriptions': ['12', '45 RPM', 'Maxi-Single', 'Stereo']}]"
"187","UK","2000","['Vinyl', '12']","['Curious', 'Curious Records Ltd']","release","['Electronic']","['House', 'Garage House']","538153","[]","257822","https://api.discogs.com/masters/257822","/release/538153-Sir-Piers-Ft-Monique-Bingham-Fools-Got-Nothin-Part-2-Reel-People-Remixes","CUR018","Sir Piers Ft. Monique Bingham - Fools Got Nothin' (Part 2) (Reel People Remixes)","","","https://api.discogs.com/releases/538153","{'want': 26, 'have': 56}","1","[{'name': 'Vinyl', 'qty': '1', 'descriptions': ['12']}]"
"188","UK","2005","['Vinyl', '12', 'Promo', 'Test Pressing']","['Curious']","release","['Electronic']","['House', 'Garage House']","1550938","[]","257822","https://api.discogs.com/masters/257822","/release/1550938-Sir-Piers-Ft-Monique-Bingham-Fools-Got-Nothin-Part-2","CUR018","Sir Piers Ft. Monique Bingham - Fools Got Nothin' (Part 2)","","","https://api.discogs.com/releases/1550938","{'want': 7, 'have': 19}","1","[{'name': 'Vinyl', 'qty': '1', 'descriptions': ['12', 'Promo', 'Test Pressing']}]"
"189","UK","2003","['CDr', 'Promo']","['Curious', 'Curious Records Ltd', 'Curious Records Ltd']","release","['Electronic']","['House', 'Garage House']","20122609","[]","257822","https://api.discogs.com/masters/257822","/release/20122609-Sir-Piers-Ft-Monique-Bingham-Fools-Got-Nothin","CUR017/CUR018","Sir Piers Ft Monique Bingham - Fools Got Nothin'","","","https://api.discogs.com/releases/20122609","{'want': 4, 'have': 9}","1","[{'name': 'CDr', 'qty': '1', 'descriptions': ['Promo']}]"
"190","UK","2011","['CDr', 'Mixed', 'Promo', 'Sampler']","['Curious', 'Curious', 'Curious']","release","['Electronic']","['House', 'Deep House', 'Garage House']","31644817","[]","0","None","/release/31644817-Sir-Piers-Summer-2005","none","Sir Piers - Summer 2005","","","https://api.discogs.com/releases/31644817","{'want': 0, 'have': 1}","1","[{'name': 'CDr', 'qty': '1', 'descriptions': ['Mixed', 'Promo', 'Sampler']}]"
"191","UK","2014","['Vinyl', '12', '33 ⅓ RPM']","['Clean Up Records', 'Clean Up Records Ltd.', 'Clean Up Records Ltd.', 'The Exchange', 'EMI Records', 'BMG Music Publishing']","release","['Electronic']","['UK Garage', 'Speed Garage']","24694","['5029271003706', 'SIMON-THE EXCHANGE DMM   D   CUP 037 Y A-1-1-1 ', 'SD THE EXCHANGE D CUP 037 Y B-1-1-1  ']","28529","https://api.discogs.com/masters/28529","/release/24694-Sneaker-Pimps-Spin-Spin-Sugar","CUP037Y","Sneaker Pimps - Spin Spin Sugar","","","https://api.discogs.com/releases/24694","{'want': 307, 'have': 662}","1","[{'name': 'Vinyl', 'qty': '1', 'text': 'Part Two', 'descriptions': ['12', '33 ⅓ RPM']}]"
"192","UK","1984","['Vinyl', '12', 'Promo']","['Clean Up Records']","release","['Electronic']","['UK Garage', 'Speed Garage']","619792","[]","28529","https://api.discogs.com/masters/28529","/release/619792-Sneaker-Pimps-Spin-Spin-Sugar","CUP037P","Sneaker Pimps - Spin Spin Sugar","","","https://api.discogs.com/releases/619792","{'want': 425, 'have': 234}","2","[{'name': 'Vinyl', 'qty': '2', 'descriptions': ['12', 'Promo']}]"
"193","UK","1992","['CD', 'Mixed']","['Virgin', 'Virgin', 'Maximum Speed', 'Virgin Records Ltd.', 'Circa Records Ltd.', 'Circa Records Ltd.', 'Tape To Tape', 'EMI Swindon']","release","['Electronic']","['UK Garage', 'Garage House', 'Speed Garage']","199017","['7 24384 53702 9', '724384537029', '845371 2 1 3 EMI SWINDON', 'IFPI L041', 'IFPI 1445', '845372 2 1 4 EMI SWINDON', 'IFPI L042', 'IFPI 1435', '8453721 2 . 1 :2 :3 EMI SWINDON', 'IFPI L041', 'ifpi 1455', '845372 2 . 1 :1 :8 : EMI SWINDON', 'IFPI L042', 'ifpi 1436', '7243 8 453712 8', '7243 8 45372 2 7', 'bel BIEM', 'LC 3098']","2817428","https://api.discogs.com/masters/2817428","/release/199017-Various-Maximum-Speed","VTDCD173","Various - Maximum Speed","","","https://api.discogs.com/releases/199017","{'want': 42, 'have': 169}","2","[{'name': 'CD', 'qty': '2', 'descriptions': ['Mixed']}]"
"194","UK","1992","['Cassette', 'Album', 'Stereo']","['Virgin', 'Virgin', 'Maximum Speed', 'Virgin Records Ltd.', 'Circa Records Ltd.', 'Circa Records Ltd.', 'Tape To Tape', 'EMI Swindon']","release","['Electronic']","['UK Garage', 'Garage House', 'Speed Garage']","24752663","['7 24384 53702 9', '724384537029', '845371 2 1 3 EMI SWINDON', 'IFPI L041', 'IFPI 1445', '845372 2 1 4 EMI SWINDON', 'IFPI L042', 'IFPI 1435', '8453721 2 . 1 :2 :3 EMI SWINDON', 'IFPI L041', 'ifpi 1455', '845372 2 . 1 :1 :8 : EMI SWINDON', 'IFPI L042', 'ifpi 1436', '7243 8 453712 8', '7243 8 45372 2 7', 'bel BIEM', 'LC 3098']","2817428","https://api.discogs.com/masters/2817428","/release/24752663-Various-Maximum-Speed","VTDCD173","Various - Maximum Speed","","","https://api.discogs.com/releases/24752663","{'want': 2, 'have': 2}","2","[{'name': 'Cassette', 'qty': '2', 'descriptions': ['Album', 'Stereo']}]"
"195","UK","1997","['Vinyl', '12', '33 ⅓ RPM']","['Touchdown Recordings', 'Touchdown Recordings Ltd.', 'Touchdown Recordings Ltd.', 'Abbey Road Studios']","release","['Electronic']","['House']","2034736","['5024545131260', 'tdr017-a', 'tdr017-b', 'TDR 017 A-1-1-1', 'TDR 017 AA-1-1-1', 'Copyright Control']","0","None","/Soul-Creatures-Featuring-Gill-Hicks-Mystery-To-You/release/2034736","tdr017","Soul Creatures* Featuring Gill Hicks - Mystery To You","","","https://api.discogs.com/releases/2034736","{'want': 29, 'have': 32}","1","[{'name': 'Vinyl', 'qty': '1', 'descriptions': ['12', '33 ⅓ RPM']}]"
"196","UK","1997","['Vinyl', '12', '33 ⅓ RPM']","['Touchdown Recordings', 'Touchdown Recordings Ltd.', 'Touchdown Recordings Ltd.', 'Abbey Road Studios']","release","['Electronic']","['House']","2034736","['5024545131260', 'tdr017-a', 'tdr017-b', 'TDR 017 A-1-1-1', 'TDR 017 AA-1-1-1', 'Copyright Control']","0","None","/Soul-Creatures-Featuring-Gill-Hicks-Mystery-To-You/release/2034736","tdr017","Soul Creatures* Featuring Gill Hicks - Mystery To You","","","https://api.discogs.com/releases/2034736","{'want': 29, 'have': 32}","1","[{'name': 'Vinyl', 'qty': '1', 'descriptions': ['12', '33 ⅓ RPM']}]"
"197","Unknown","1997","['Vinyl', '12']","['Not On Label']","release","['Electronic']","['House']","775187","[]","0","None","/Stargazer-Feel-Good-Give-It-To-Ya/release/775187","Star001","Stargazer (8) - Feel Good / Give It To Ya","","","https://api.discogs.com/releases/775187","{'want': 11, 'have': 32}","1","[{'name': 'Vinyl', 'qty': '1', 'descriptions': ['12']}]"
"198","UK","1997","['CD', 'Mixed', 'Box Set']","['Decadance UK', 'Decadance Recordings', 'Decadance Recordings', 'Ten', 'Demon Music Group Ltd.', 'Heathmans Mastering', 'Heathmans Mastering']","release","['Electronic']","['Happy Hardcore', 'Hardcore', 'Breakbeat']","430935","['5026535307228']","0","None","/release/430935-Dougal-Vibes-The-Ultimate-Happy-Hardcore-Album","DECSIX010","Dougal & Vibes* - The Ultimate Happy Hardcore Album","","","https://api.discogs.com/releases/430935","{'want': 61, 'have': 145}","6","[{'name': 'CD', 'qty': '6', 'descriptions': ['Mixed']}, {'name': 'Box Set', 'qty': '1'}]"
"199","UK","1998","['CD', 'Mixed']","['Hardcore Underground', 'Hardcore Underground (Album Series)']","release","['Electronic']","['Breakbeat', 'Hardcore', 'Gabber', 'Happy Hardcore']","3151795","['5028386150527']","0","None","/release/3151795-Various-Hardcore-Underground-5","HUCD005","Various - Hardcore Underground 5","","","https://api.discogs.com/releases/3151795","{'want': 54, 'have': 113}","4","[{'name': 'CD', 'qty': '4', 'descriptions': ['Mixed']}]"
"200","US","1998","['CD', 'Album']","['Not On Label']","release","['Rock']","[]","25822450","['8 84501 99729 4']","0","None","/release/25822450-Interstellar-Winter-Heart","none","Interstellar (10) - Winter Heart","","","https://api.discogs.com/releases/25822450","{'want': 0, 'have': 0}","1","[{'name': 'CD', 'qty': '1', 'descriptions': ['Album']}]"
"201","UK","1998","['File', 'MP3', 'Partially Unofficial']","['Not On Label (DJ Square Self-Released)']","release","['Rock', 'Pop']","['Happy Hardcore', 'Hardcore', 'Breakbeat', 'Trance', 'Hard Trance', 'Gabber', 'Speedcore', 'Donk', 'Electro', 'Euro House', 'Vocal', 'Acoustic']","6001089","[]","0","None","/release/6001089-DJ-Square-Complete-Collection","none","DJ Square - Complete Collection","","","https://api.discogs.com/releases/6001089","{'want': 3, 'have': 6}","0","[{'name': 'File', 'qty': '258', 'text': 'VBR', 'descriptions': ['MP3', 'Partially Unofficial']}]"
"202","Unknown","1999","['Memory Stick', 'MP3', 'MPEG-4 Video', 'WAV', 'WMA', 'Compilation']","['Not On Label (Flamy Grant Self-Released)']","release","['Non-Music', 'Pop', 'Folk, World, & Country']","[]","35314807","[]","0","None","/release/35314807-Flamy-Grant-Flamy-Grant","none","Flamy Grant - Flamy Grant","","","https://api.discogs.com/releases/35314807","{'want': 0, 'have': 1}","1","[{'name': 'Memory Stick', 'qty': '1', 'text': 'PDF, PNG, QuickTime movie', 'descriptions': ['MP3', 'MPEG-4 Video', 'WAV', 'WMA', 'Compilation']}]"
"203","Mexico","2001","['Vinyl', 'LP', 'Album']","['Mercury', 'Polydor', 'Polydor', 'London Records', 'RSO', 'Polydor', 'London Records', 'RSO', 'Polydor', 'London Records', 'Vertigo', 'Polydor', 'London Records', 'Mercury', 'Mercury', 'London Records', 'Polydor', 'Vertigo', 'Casablanca', 'Vertigo', 'Polydor', 'Polydor', 'Polydor', 'Polydor', 'Philips', 'Vertigo', 'Polydor', 'Polydor', 'London Records', 'RCA', '30 Años De Musica Rock Salvat']","release","['Rock', 'Funk / Soul', 'Blues', 'Pop']","['Arena Rock', 'Blues Rock', 'Ballad', 'Hard Rock', 'Pop Rock', 'Rock & Roll', 'Soul']","10076290","[]","0","None","/Various-Complete-Serie-Of-30-Albums-And-Book-30-A%C3%B1os-de-Rock-Salvat-/release/10076290","822 286-1","Various - Complete Serie Of 30 Albums And Book 30 Años de Rock Salvat ","","","https://api.discogs.com/releases/10076290","{'want': 1, 'have': 0}","1","[{'name': 'Vinyl', 'qty': '1', 'text': 'Complete Collection + Book', 'descriptions': ['LP', 'Album']}]"
"204","UK","2003","['Vinyl', '12', '33 ⅓ RPM', 'Album', 'Stereo']","['10 Records', 'Ten Records Ltd.', 'Ten Records Ltd.', 'Peace Bisquit Productions', 'Willy Trix Productions', 'Zomba Music Publishers Ltd.', 'Virgin Music (Publishers) Ltd.', 'Rondor Music Ltd.', 'Copyright Control', 'EMI Records']","release","['Electronic']","['Techno', 'House', 'Deep House', 'Progressive House']","86215","['5 012982 440366', '5012982440366', 'TENG 403 ●A-1U-1-2', 'TENG 403 ●B-1U-1-1', 'TENG 403C●-1U-1-1', 'TENG 403 D-02-01-1 D']","19932","https://api.discogs.com/masters/19932","/release/86215-System-7-Featuring-Ultra-Nat%C3%A9-Altitude","TENG 403","System 7 Featuring Ultra Naté - Altitude","","","https://api.discogs.com/releases/86215","{'want': 329, 'have': 823}","2","[{'name': 'Vinyl', 'qty': '2', 'descriptions': ['12', '33 ⅓ RPM', 'Album', 'Stereo']}]"
"205","UK","2004","['Vinyl', '12', '33 ⅓ RPM', 'Promo', 'Stereo']","['10 Records', 'Ten Records Ltd.', 'Ten Records Ltd.', 'Zomba Music Publishers Ltd.', 'Virgin Music (Publishers) Ltd.', 'Rondor Music', 'Copyright Control', 'Willy Trix Productions']","release","['Electronic']","['Techno', 'House', 'Deep House', 'Progressive House']","650291","['TENG 403 A-1U-1-1', 'TENG 403 B-1U-1-1', 'TENG 403C -1U-1-1', 'TENG 403 D-02-01-1']","19932","https://api.discogs.com/masters/19932","/release/650291-System-7-Featuring-Ultra-Nat%C3%A9-Altitude","TENGDJ 403","System 7 Featuring Ultra Naté - Altitude","","","https://api.discogs.com/releases/650291","{'want': 112, 'have': 188}","2","[{'name': 'Vinyl', 'qty': '2', 'descriptions': ['12', '33 ⅓ RPM', 'Promo', 'Stereo']}]"
"206","Netherlands","2003","['Vinyl', '12', '45 RPM']","['Dance Pool', 'Sony Music Entertainment (Holland) B.V.']","release","['Electronic']","['Trance']","204370","['Biem / Stemra', '17-663966-23', '5099766396606']","110367","https://api.discogs.com/masters/110367","/release/204370-The-Sunclub-Single-Minded-People","DAN 663966 0","The Sunclub - Single Minded People","","","https://api.discogs.com/releases/204370","{'want': 78, 'have': 155}","1","[{'name': 'Vinyl', 'qty': '1', 'descriptions': ['12', '45 RPM']}]"
"207","Netherlands","2003","['Vinyl', '12', '45 RPM']","['Dance Pool', 'Sony Music Entertainment (Holland) B.V.', 'Next Mission', 'NANADA Music', 'Impression First', 'TBM Publishing', 'Sony/CBS, Haarlem']","release","['Electronic']","['House', 'Trance']","85270","['5 099766 396668', '5099766396668', '17 663966 20 1A1', '17 663966 20 1B1', '17 663966 20 1C1', '17 663966 20 1D1', 'SACEM SDRL SACD SGDL', 'Biem Stemra', 'LC 6772']","110367","https://api.discogs.com/masters/110367","/release/85270-The-Sunclub-Single-Minded-People","DAN 663966 6","The Sunclub - Single Minded People","","","https://api.discogs.com/releases/85270","{'want': 52, 'have': 150}","2","[{'name': 'Vinyl', 'qty': '2', 'descriptions': ['12', '45 RPM']}]"
"208","Europe","1992","['CD', 'Maxi-Single']","['Dance Pool', 'Dance Pool', 'Dance Pool', 'Sony Music Entertainment (Holland) B.V.', 'Sony Music Entertainment (Holland) B.V.', 'Next Mission', 'NANADA Music', 'Impression First', 'TBM Publishing', 'Sony Music']","release","['Electronic']","['Progressive House', 'House']","543636","['5 099766 396651', '5099766396651', 'Sacem / Biem / Stemra', 'LC 6772', 'CB 608', 'CD-MS']","110367","https://api.discogs.com/masters/110367","/release/543636-The-Sunclub-Single-Minded-People","DAN 663966 5","The Sunclub - Single Minded People","","","https://api.discogs.com/releases/543636","{'want': 26, 'have': 67}","1","[{'name': 'CD', 'qty': '1', 'descriptions': ['Maxi-Single']}]"
"209","Netherlands","2019","['CD', 'Mixed', 'Unofficial Release']","['EM1 Music Holland', 'MTV Presents Mega Mix, Seasonmix & Illegal Hitmix']","release","['Electronic', 'Hip Hop', 'Pop']","['RnB/Swing', 'Trance', 'Euro House']","2010297","['7 25689 72722 6', '@BMG\xad\xad\xad\xad*INTL*MEGA 97*12/97*60*@', 'BIEM/STEMRA']","0","None","/release/2010297-Various-MTV-Presents-Mega-Mix-97","99030396","Various - MTV Presents Mega Mix '97","","","https://api.discogs.com/releases/2010297","{'want': 25, 'have': 46}","1","[{'name': 'CD', 'qty': '1', 'descriptions': ['Mixed', 'Unofficial Release']}]"
"210","Netherlands","1978","['CD', 'Mixed', 'Unofficial Release']","['Music Factory Publishing NV', 'TMF - The Music Factory']","release","['Electronic']","['Eurodance']","19189255","['8710382006478']","0","None","/release/19189255-Various-TMF-Super-Jaar-Mix-1997","8710382006478","Various - TMF Super-Jaar-Mix 1997","","","https://api.discogs.com/releases/19189255","{'want': 8, 'have': 6}","1","[{'name': 'CD', 'qty': '1', 'descriptions': ['Mixed', 'Unofficial Release']}]"
"211","Belgium","2017","['CD', 'Compilation', 'Album']","['Sony Music Media', 'Dive Into The Dance Zone', 'Sony Music Belgium', 'Sony Music Belgium', 'B.AD', 'Europe Optical Disc']","release","['Electronic']","['Trance', 'Euro House', 'Garage House']","500508","['5099748957726', 'EDO BOD01 SONB 489577 2/1', 'EDO BOD01 SONB 489577 2/2', 'IFPI L357', 'IFPI 3604', 'IFPI 3602', 'BIEM STEMRA', '28-489577-10']","0","None","/Various-Dive-Into-The-Dance-Zone-981-Club-Edition/release/500508","SMM 489577.2","Various - Dive Into The Dance Zone 98/1 (Club Edition)","","","https://api.discogs.com/releases/500508","{'want': 9, 'have': 22}","2","[{'name': 'CD', 'qty': '2', 'descriptions': ['Compilation', 'Album']}]"
"212","Poland","2011","['CD', 'Compilation', 'Promo', 'Sampler']","['Sony Music', 'Sampler Sony Music Entertainment Polska', 'Sony Music Entertainment Inc.', 'Sony Music Entertainment Polska Sp. z o.o.']","release","['Electronic', 'Rock', 'Pop']","['Pop Rock', 'House', 'Alternative Rock']","10039902","[]","0","None","/Various-Sampler-Sony-Music-Entertainment-Polska-Vol-3/release/10039902","SAMPCD 003","Various - Sampler Sony Music Entertainment Polska Vol. 3","","","https://api.discogs.com/releases/10039902","{'want': 8, 'have': 5}","2","[{'name': 'CD', 'qty': '2', 'descriptions': ['Compilation', 'Promo', 'Sampler']}]"
"213","Netherlands","1992","['CD', 'CD-ROM', 'Compilation', 'Unofficial Release']","['Not On Label', 'CD Records', 'CD Records']","release","['Electronic', 'Classical']","['Trance', 'House', 'Dance-pop']","13785286","['CLUB DANCE 2']","0","None","/release/13785286-Various-Club-Dance-MP3-2","none","Various - Club Dance MP3 2","","","https://api.discogs.com/releases/13785286","{'want': 8, 'have': 2}","1","[{'name': 'CD', 'qty': '1', 'descriptions': ['CD-ROM', 'Compilation', 'Unofficial Release']}]"
"214","UK","2011","['Vinyl', '12', 'Limited Edition', 'Promo', '33 ⅓ RPM']","['Hush Hush Recordings']","release","['Electronic']","['House']","221150","[]","0","None","/release/221150-The-Wayfarers-The-Surrender-EP","hhr002","The Wayfarers (2) - The Surrender E.P.","","","https://api.discogs.com/releases/221150","{'want': 45, 'have': 55}","1","[{'name': 'Vinyl', 'qty': '1', 'descriptions': ['12', 'Limited Edition', 'Promo', '33 ⅓ RPM']}]"
"215","UK","2004","['Vinyl', '12', '45 RPM']","['Back Yard Recordings', 'Soho Recording Studios', 'Soho Recording Studios', 'Soho Recording Studios', 'Sony Music Studios, London', 'Schwartz Music Limited']","release","['Electronic']","['Electro', 'Tech House']","131537","[]","0","None","/Trik-Im-A-Dreamer/release/131537","BACK06DJX01","Trik - I'm A Dreamer","","","https://api.discogs.com/releases/131537","{'want': 20, 'have': 92}","1","[{'name': 'Vinyl', 'qty': '1', 'descriptions': ['12', '45 RPM']}]"
"216","Russia","2005","['CD', 'Mixed']","['Просвет Records', United DJ's Club Sound Label, 'ООО Просвет Рекордс', 'ООО Просвет Рекордс', 'KDK Records', 'Markon']","release","['Electronic']","['Progressive House']","28463287","['C30789']","0","None","/release/28463287-Dj-Phunky-D-3-AM","C30789","Dj Phunky D - 3 AM","","","https://api.discogs.com/releases/28463287","{'want': 0, 'have': 1}","1","[{'name': 'CD', 'qty': '1', 'descriptions': ['Mixed']}]"
"217","US","2006","['Vinyl', '10', '45 RPM']","['Blufire', 'NuMedia', 'Satellite Records Label Group', 'Slowly Productions']","release","['Electronic']","['House']","218172","['6 60662 73811 8']","74647","https://api.discogs.com/masters/74647","/release/218172-Ultra-Nat%C3%A9-Brass-In-Pocket","BF-001","Ultra Naté - Brass In Pocket","","","https://api.discogs.com/releases/218172","{'want': 26, 'have': 94}","1","[{'name': 'Vinyl', 'qty': '1', 'descriptions': ['10', '45 RPM']}]"
"218","US","1999","['Vinyl', '10', '45 RPM', 'White Label', 'Promo']","['Blufire']","release","['Electronic']","['House']","5396300","[]","74647","https://api.discogs.com/masters/74647","/Ultra-Nat%C3%A9-Brass-In-Pocket/release/5396300","BF-001","Ultra Naté - Brass In Pocket","","","https://api.discogs.com/releases/5396300","{'want': 4, 'have': 9}","1","[{'name': 'Vinyl', 'qty': '1', 'descriptions': ['10', '45 RPM', 'White Label', 'Promo']}]"
"219","US","2011","['CD', 'Compilation', 'Remastered']","['Bluebird', 'Bluebird', 'RCA Heritage Series', 'BMG Music', 'BMG Music', 'BMG Music', 'BMG Music']","release","['Blues']","[]","1907544","['0 7863-66065-2 1']","174538","https://api.discogs.com/masters/174538","/release/1907544-Various-Better-Boot-That-Thing-Great-Women-Blues-Singers-Of-The-1920s","07863 66065-2","Various - Better Boot That Thing - Great Women Blues Singers Of The 1920's","","","https://api.discogs.com/releases/1907544","{'want': 2, 'have': 53}","1","[{'name': 'CD', 'qty': '1', 'descriptions': ['Compilation', 'Remastered']}]"
"220","Australia","2002","['Vinyl', 'LP', 'Album']","['Fatal Records', 'Ed Kuepper', 'The Aints!', 'Live Angle Pty Ltd.', 'Live Angle Pty Ltd.', 'Ed Kuepper', 'The Aints!', 'Mushroom Music', 'Universal Music', 'The Bald Faced Stag Hotel', 'Factory Theatre, Sydney', 'Marrickville Bowl, Sydney', 'The Triffid', 'Ultra Vivid Design', 'Pallas GmbH', 'Matrix Vinyl', 'SST GmbH', 'Schallplattenfabrik Pallas GmbH']","release","['Rock']","['Alternative Rock', 'Garage Rock']","13765184","['0 728238 959166', '0728238959166', 'FATAL 002 A K SST -51673-', 'FATAL 002 B K SST -51673-']","1565389","https://api.discogs.com/masters/1565389","/release/13765184-The-Aints-Play-The-Saints-73-78-Live-Official-Bootleg","FATAL 002","The Aints!* - Play The Saints (73' – 78') (Live Official Bootleg)","","","https://api.discogs.com/releases/13765184","{'want': 44, 'have': 123}","1","[{'name': 'Vinyl', 'qty': '1', 'descriptions': ['LP', 'Album']}]"
"221","US","2011","['Vinyl', 'LP', 'Promo', 'Sampler']","['Cream', 'Cream Publishing Group', 'Cream Records, Inc.', 'East/Memphis Music', 'Time Music Co. Inc.', 'Pronto Music, Inc.', 'Cotillion Music, Inc.', 'Birdees Music', 'Walden Music Inc.', 'Jec Publishing', 'Klondike Enterprises Ltd.', 'Al Green Music, Inc.', 'Churn Music', D'Leif Music, 'Memphis Group Publishing', 'Lowery Music Co. Inc.', 'Deerwood Music', 'Groovesville Music', 'Conquistador Music', 'Carwar Publishing', 'Stripe Music', 'Incense Music', 'Duck-Dunn Music', 'Two-Knight Music', 'Moonsong Music', 'Allen Zentz Mastering']","release","['Funk / Soul']","['Soul', 'Funk']","13315036","['PUB-7801-A AZ', 'PUB-7801-B AZ']","0","None","/Unknown-Artist-Cream-Publishing-Group-Covers-The-World-101-Hits/release/13315036","PUB 7801","Unknown Artist - Cream Publishing Group Covers The World - 101 Hits","","","https://api.discogs.com/releases/13315036","{'want': 5, 'have': 12}","1","[{'name': 'Vinyl', 'qty': '1', 'descriptions': ['LP', 'Promo', 'Sampler']}]"
